Software,Parameter,Code Snippet,Code Pattern,Overall Impact,Effect on Software Behavior,How to Control Software Behavior,Special Effect on Software,Bad consequences,Log Information,On-the-fly Update,"The ""Crisis"" Behind Specific Interactions"
hive,hive.metastore.wm.default.pool.size,"    if (defaultPoolSize > 0 && plan.isSetQueryParallelism()) {
      // If the default pool is not disabled, override the size with the specified parallelism.
      defaultPoolSize = plan.getQueryParallelism();
    }
    try {
      getMS().createResourcePlan(plan, request.getCopyFrom(), defaultPoolSize);
      return new WMCreateResourcePlanResponse();
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
hive,hive.ptf.rangecache.size,boundaryCache = boundaryCacheSize >= 1 ? new BoundaryCache(boundaryCacheSize) : null;,C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
hive,hive.stats.gather.num.threads,"        int threadCount = HiveConf.getIntVar(pctx.getConf(),
          HiveConf.ConfVars.HIVE_STATS_GATHER_NUM_THREADS);
        final ExecutorService pool = (threadCount > 0) ?
          Executors.newFixedThreadPool(threadCount,
            new ThreadFactoryBuilder()
              .setDaemon(true)
              .setNameFormat(""SimpleFetchOptimizer-FileLength-%d"").build()) : null;",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
httpd,ProxyReceiveBufferSize ,"        if (conf->recv_buffer_size > 0 &&
            (rv = apr_socket_opt_set(*newsock, APR_SO_RCVBUF,
                                     conf->recv_buffer_size))) {
            ap_log_rerror(APLOG_MARK, APLOG_ERR, rv, r, APLOGNO(00936)
                          ""apr_socket_opt_set(SO_RCVBUF): Failed to set ""
                          ""ProxyReceiveBufferSize, using default"");
        }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,"            ap_log_rerror(APLOG_MARK, APLOG_ERR, rv, r, APLOGNO(00936)
                          ""apr_socket_opt_set(SO_RCVBUF): Failed to set ""
                          ""ProxyReceiveBufferSize, using default"");",yes,/
httpd,fout_buf_plain_len,"    if (fctx->fout_buf_plain_len) {
        rv = fout_pass_buf_to_rustls(fctx, fctx->fout_buf_plain, fctx->fout_buf_plain_len);
        ap_log_cerror(APLOG_MARK, APLOG_TRACE2, rv, fctx->c,
                     ""fout_pass_all_to_tls: %ld plain bytes written to rustls"",
                     (long)fctx->fout_buf_plain_len);
        if (APR_SUCCESS != rv) goto cleanup;
        fctx->fout_buf_plain_len = 0;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,"        ap_log_cerror(APLOG_MARK, APLOG_TRACE2, rv, fctx->c,
                     ""fout_pass_all_to_tls: %ld plain bytes written to rustls"",
                     (long)fctx->fout_buf_plain_len);",yes,/
httpd,limit_req_body,"    if (limit_req_body > 0 && (r->remaining > limit_req_body)) {
        /* 01588 msg in HTTP_IN filter will be skipped for a connection-dropping status,
         * in r->status, so log a similar message here.
         */
        ap_log_rerror(APLOG_MARK, APLOG_INFO, 0, r, APLOGNO(10483)
                ""Requested content-length of %"" APR_OFF_T_FMT
                "" is larger than the configured limit""
                "" of %"" APR_OFF_T_FMT, r->remaining, limit_req_body);

        return HTTP_REQUEST_ENTITY_TOO_LARGE;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,"        ap_log_rerror(APLOG_MARK, APLOG_INFO, 0, r, APLOGNO(10483)
                ""Requested content-length of %"" APR_OFF_T_FMT
                "" is larger than the configured limit""
                "" of %"" APR_OFF_T_FMT, r->remaining, limit_req_body);",yes,/
httpd,io_buffer_size,"    if (maxsize > AJP_MAX_BUFFER_SZ)
       maxsize = AJP_MAX_BUFFER_SZ;",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,yes,Differ from the parameters' default value
httpd,MDRetryFailover,"    retry_failover = atoi(value);
    if (retry_failover <= 0) {
        return ""invalid argument, must be a number > 0"";
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,Same as default value
httpd,limit_xml_body,"    if (conf->limit_xml_body < 0)
        return ""LimitXMLRequestBody requires a non-negative integer."";

    /* zero is AP_MAX_LIMIT_XML_BODY (implicitly) */
    if ((apr_size_t)conf->limit_xml_body > AP_MAX_LIMIT_XML_BODY)
        return apr_psprintf(cmd->pool, ""LimitXMLRequestBody must not exceed ""
                            ""%"" APR_SIZE_T_FMT, AP_MAX_LIMIT_XML_BODY);",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,ProxyMaxForwards,"        if (maxfwd < 0 || maxfwd == APR_INT64_MAX || *end) {
            ap_log_rerror(APLOG_MARK, APLOG_WARNING, 0, r, APLOGNO(10188) 
                          ""Max-Forwards value '%s' could not be parsed"", str);
            return ap_proxyerror(r, HTTP_BAD_REQUEST, 
                          ""Max-Forwards request header could not be parsed"");
        }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,async_idle_timeout,"    if (ap_timeout_parameter_parse(arg, &conf->async_idle_timeout, ""s"")
            || conf->async_idle_timeout < 0) {
        return ""ProxyAsyncIdleTimeout has wrong format"";
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,AuthFormSize,"    if (APR_SUCCESS != apr_strtoff(&size, arg, NULL, 10)
        || size < 0 || size > APR_SIZE_MAX) {
        return ""AuthCookieFormSize must be a size in bytes, or zero."";
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,BufferSize,"    if (APR_SUCCESS != apr_strtoff(&(conf->size), arg, NULL, 10) || conf->size
            <= 0) {
        return ""BufferSize must be a size in bytes, and greater than zero"";
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,CacheReadSize,"    if (apr_strtoff(&dconf->readsize, arg, NULL, 10) != APR_SUCCESS
            || dconf->readsize < 0) {
        return ""CacheSocacheReadSize argument must be a non-negative integer representing the max amount of data to cache in go."";
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,CacheSocacheMaxSize,"    if (apr_strtoff(&dconf->max, arg, NULL, 10) != APR_SUCCESS
            || dconf->max < 1024 || dconf->max > APR_UINT32_MAX) {
        return ""CacheSocacheMaxSize argument must be a integer representing ""
               ""the max size of a cached entry (headers and body), at least 1024 ""
               ""and at most "" APR_STRINGIFY(APR_UINT32_MAX);
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,compare_cache_size,"    st->compare_cache_size = atol(size);
    if (st->compare_cache_size < 0) {
        st->compare_cache_size = 0;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,CookieSameSite,"            if (samesite && strcmp(samesite, ""0"") && ap_cstr_casecmp(samesite,""false"")) { 
                cookie = apr_pstrcat(rmain->pool, cookie, ""; SameSite="", 
                                     samesite, NULL);
            }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,DeflateInflateRatioLimit,"    if (*errp || dc->inflate_limit < 0) {
        return ""DeflateInflateLimitRequestBody requires a non-negative integer."";
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,fin_bytes_in_rustls,if (fctx->fin_bytes_in_rustls > 0) {,C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,flush_max_pipelined,"        if (is_flush
            || (memory_bytes_in_brigade > flush_max_threshold)
            || (flush_max_pipelined >= 0
                && eor_buckets_in_brigade > flush_max_pipelined)) {",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,H2MaxSessionStreams,"    if (stream->session->max_data_frame_len > 0
        && length > stream->session->max_data_frame_len) {
      length = stream->session->max_data_frame_len;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,hsts_max_age,"    if (mc->hsts_max_age > 0) {
        mc->hsts_header = apr_psprintf(p, ""max-age=%d"", mc->hsts_max_age);
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,LDAPReferralHopLimit,if (ldc->ReferralHopLimit != AP_LDAP_HOPLIMIT_UNSET)  {,C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,lgblock,"    if (val < 16 || val > 24) {
        return ""BrotliCompressionMaxInputBlock must be between 16 and 24"";
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,locktimeout,"    if (conf->locktimeout < 0)
        return ""DAVMinTimeout requires a non-negative integer."";",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,max_ranges,"    max_ranges = ( (core_conf->max_ranges >= 0 || core_conf->max_ranges == AP_MAXRANGES_UNLIMITED)
                   ? core_conf->max_ranges
                   : AP_DEFAULT_MAX_RANGES );",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,must_staple,"    if (md->must_staple < 0) {
        md->must_staple = md_config_geti(md->sc, MD_CONFIG_MUST_STAPLE);
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,ocsp_keep_window,if (ts->norm > 0) {,C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,redirect_limit,"    if (virt->redirect_limit)
        conf->redirect_limit = virt->redirect_limit;",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,SSLRenegBufferSize,"    if (rsize > 0) {
        /* Fill the I/O buffer with the request body if possible. */
        rv = ssl_io_buffer_fill(r, rsize);
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,SSLSessionCacheTimeout,"    if (sc->session_cache_timeout < 0) {
        return ""SSLSessionCacheTimeout: Invalid argument"";
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,tls_protocol_min,if (sc->tls_protocol_min > 0) {,C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,TLSProxyProtocol,if (pc->proxy_protocol_min > 0) {,C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
httpd,H2MinWorkers,"    if (*pmaxw <= 0) {
        *pmaxw = H2MAX(4, 3 * (*pminw) / 2);
    }",C->P,Reliability,Misconfiguration Prevention,specious config,/,/,/,yes,/
httpd,enable_mmap,"    if (cfg->enable_mmap == ENABLE_MMAP_OFF) {
        (void)apr_bucket_file_enable_mmap(e, 0);
    }",C->P,Functionality and Others,/,/,/,/,/,yes,/
mapreduce,mapreduce.job.maps,"abortFailureLimit = Math.max(30, totalMaps / 10);",C->P,Reliability,Misconfiguration Prevention,specious config,/,unexpected results,/,no,Differ from the parameters' default value
mapreduce,mapreduce.job.maps,"this.maxFailedUniqueFetches = Math.min(totalMaps, 5);",C->P,Reliability,Misconfiguration Prevention,specious config,/,unexpected results,/,no,Differ from the parameters' default value
mapreduce,mapreduce.job.reduces,"    int eventsPerReducer = Math.max(MIN_EVENTS_TO_FETCH,
        MAX_RPC_OUTSTANDING_EVENTS / jobConf.getNumReduceTasks());
    int maxEventsToFetch = Math.min(MAX_EVENTS_TO_FETCH, eventsPerReducer);",C->P,Reliability,Misconfiguration Prevention,specious config,/,unexpected results,/,no,Differ from the parameters' default value
mapreduce,mapreduce.job.maps,"    if (numSplits < 1) {
      numSplits = 1;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,no,Same as default value
mapreduce,mapreduce.reduce.input.buffer.percent,"    if (maxRedPer > 1.0 || maxRedPer < 0.0) {
      throw new RuntimeException(maxRedPer + "": ""
          + MRJobConfig.REDUCE_INPUT_BUFFER_PERCENT
          + "" must be a float between 0 and 1.0"");
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,runtime error,/,no,/
mapreduce,mapreduce.job.running.map.limit,"    if (maxRunningMaps > 0 && numScheduledMaps > 0 &&
        getJob().getTotalMaps() > maxRunningMaps) {",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
mapreduce,mapreduce.job.running.map.limit,"  private boolean canAssignMaps() {
    return (maxRunningMaps <= 0
        || assignedRequests.maps.size() < maxRunningMaps);
  }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
mapreduce,mapreduce.job.local-fs.single-disk-limit.bytes,"      if (diskLimitCheckThread == null && conf.getLong(
          MRJobConfig.JOB_SINGLE_DISK_LIMIT_BYTES,
          MRJobConfig.DEFAULT_JOB_SINGLE_DISK_LIMIT_BYTES) >= 0) {",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
mapreduce,mapreduce.job.running.reduce.limit,"    if (maxRunningReduces > 0 && numScheduledReduces > 0 &&
        getJob().getTotalReduces() > maxRunningReduces) {
      int maxRequestedReduces = Math.max(0,
          maxRunningReduces - assignedRequests.reduces.size());
      int reduceRequestLimit = Math.min(maxRequestedReduces,
          numScheduledReduces);
      setRequestLimit(PRIORITY_REDUCE, reduceResourceRequest,
          reduceRequestLimit);
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
mysql,clone_donor_timeout_after_network_failure,"  if (time_out.count() <= 0) {
    ib::info(ER_IB_CLONE_RESTART)
        << ""Clone Master Skip wait after n/w error. Dropping Snapshot."";
    clone_sys->drop_clone(clone_hdl);
    return (0);
  }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,"    ib::info(ER_IB_CLONE_RESTART)
        << ""Clone Master Skip wait after n/w error. Dropping Snapshot."";",yes,/
mysql,join_buffer_size,"      const double buffer_usage = std::min(
          1.0, estimated_bytes_per_row * right_path->num_output_rows() /
                   m_thd->variables.join_buff_size);
      return 1.0 - buffer_usage * buffer_usage;",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,yes,Differ from the parameters' default value
mysql,innodb_buf_pool_instances,"Double_write::s_n_instances = std::max(4UL, srv_buf_pool_instances * 2);",C->P,Performance,Environment Adaption,Resource Matching,/,unexpected results,/,yes,Differ from the parameters' default value
mysql,innodb_io_capacity,"srv_max_io_capacity = std::max(2 * srv_io_capacity, 2000UL);",C->P,Performance,Environment Adaption,Resource Matching,/,unexpected results,/,yes,Differ from the parameters' default value
mysql,innodb_page_size,"return std::max(std::max((ulong)srv_page_size, (ulong)IO_BLOCK_SIZE),(ulong)io_size);",C->P,Performance,Environment Adaption,Resource Matching,/,unexpected results,/,no,Differ from the parameters' default value
mysql,myisam_block_size,"share->blocksize = std::min(ulong{IO_SIZE}, myisam_block_size);",C->P,Performance,Environment Adaption,Resource Matching,/,unexpected results,/,no,Differ from the parameters' default value
mysql,max_allowed_pocket,"  unsigned int max_event_size =
      std::max(m_thd->variables.max_allowed_packet,
               binlog_row_event_max_size + MAX_LOG_EVENT_HEADER);",C->P,Reliability,Misconfiguration Prevention,specious config,/,unexpected results,/,yes,Differ from the parameters' default value
mysql,max_allowed_pocket,"  mysql->field_alloc->set_max_capacity(
      std::max(1024UL * 1024UL, mysql->net.max_packet_size));",C->P,Reliability,Misconfiguration Prevention,specious config,/,unexpected results,/,yes,Differ from the parameters' default value
mysql,innodb_purge_batch_size,"  n_pages_purged =
      trx_purge(1,
                srv_purge_batch_size <= temp_batch_size ? srv_purge_batch_size
                                                        : temp_batch_size",C->P,Reliability,Misconfiguration Prevention,specious config,/,unexpected results,/,yes,Differ from the parameters' default value
mysql,innodb_log_buffer_size,"recv_sys->buf_len = std::min<unsigned long>(RECV_PARSING_BUF_SIZE, srv_log_buffer_size);",C->P,Reliability,Misconfiguration Prevention,specious config,/,unexpected results,/,yes,Differ from the parameters' default value
mysql,max_allowed_pocket,"  /* Binary event can be vary large. So set it to max allowed packet. */
  thd->variables.max_allowed_packet = binary_log::max_log_event_size;",C->P,Reliability,Misconfiguration Prevention,specious config,/,unexpected results,/,yes,"Fake configuration, Differ from the parameters' default value"
mysql,innodb_lock_wait_timeout,"  /* Do not use user-supplied timeout value for system threads. */
  thd->variables.lock_wait_timeout = LONG_TIMEOUT;",C->P,Reliability,Misconfiguration Prevention,specious config,/,unexpected results,/,yes,"Fake configuration, Differ from the parameters' default value"
mysql,default_storage_engine,"default_storage_engine = ""InnoDB"";",C->P,Functionality and Others,/,/,/,unexpected results,/,yes,"Fake configuration, Same as default value"
mysql,clone_buffer_size,"  const uint32_t max_buffer_size = 128 * 1024 * 1024;
  auto num_tasks = get_max_concurrency();

  auto limit = max_buffer_size / num_tasks;

  if (buffer_size > limit) {
    buffer_size = limit;
  }",C->P,Reliability,Misconfiguration Prevention,specious config,/,/,/,yes,/
mysql,replica_allow_batching,"    if (m_thd->rli_slave->opt_replica_parallel_workers > 0) {
      return false;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
mysql,binlog_cache_size,"  if (!cachesize && !(cachesize = my_default_record_cache_size))
    return 1; /* No cache requested */",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
mysql,myisam_mmap_size,if (myisam_mmap_size != SIZE_T_MAX) {,C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
mysql,connection_control_failed_connections_threshold,"  /* If feature was disabled, return */
  if (threshold <= DISABLE_THRESHOLD) return error;",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
nginx,proxy_headers_hash_bucket_size,"    if (hinit->max_size == 0) {
        ngx_log_error(NGX_LOG_EMERG, hinit->pool->log, 0,
                      ""could not build %s, you should ""
                      ""increase %s_max_size: %i"",
                      hinit->name, hinit->name, hinit->max_size);
        return NGX_ERROR;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,"        ngx_log_error(NGX_LOG_EMERG, hinit->pool->log, 0,
                      ""could not build %s, you should ""
                      ""increase %s_max_size: %i"",
                      hinit->name, hinit->name, hinit->max_size);",yes,/
nginx,quic_active_connection_id_limit,"    if (ctp->active_connection_id_limit < 2) {
        qc->error = NGX_QUIC_ERR_TRANSPORT_PARAMETER_ERROR;
        qc->error_reason = ""invalid active_connection_id_limit"";

        ngx_log_error(NGX_LOG_INFO, c->log, 0,
                      ""quic active_connection_id_limit is invalid"");
        return NGX_ERROR;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,"        ngx_log_error(NGX_LOG_INFO, c->log, 0,
                      ""quic active_connection_id_limit is invalid"");",yes,/
nginx,client_max_body_size,"    if (r->headers_in.content_length_n != -1
        && !r->discard_body
        && clcf->client_max_body_size
        && clcf->client_max_body_size < r->headers_in.content_length_n)
    {
        ngx_log_error(NGX_LOG_ERR, r->connection->log, 0,
                      ""client intended to send too large body: %O bytes"",
                      r->headers_in.content_length_n);

        r->expect_tested = 1;
        (void) ngx_http_discard_request_body(r);
        ngx_http_finalize_request(r, NGX_HTTP_REQUEST_ENTITY_TOO_LARGE);
        return NGX_OK;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,"ngx_log_error(NGX_LOG_ERR, r->connection->log, 0,
""client intended to send too large body: %O bytes"",
r->headers_in.content_length_n);",yes,/
nginx,http2_body_preread_size,"    if (r->request_body_no_buffering || rb->filter_need_buffering) {

        /*
         * We need a room to store data up to the stream's initial window size,
         * at least until this window will be exhausted.
         */

        if (len < (off_t) h2scf->preread_size) {
            len = h2scf->preread_size;
        }

        if (len > NGX_HTTP_V2_MAX_WINDOW) {
            len = NGX_HTTP_V2_MAX_WINDOW;
        }
    }

    rb->buf = ngx_create_temp_buf(r->pool, (size_t) len);",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,yes,Differ from the parameters' default value
nginx,autoindex_localtime,"    if (t < 0) {
        t = 0;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,yes,Differ from the parameters' default value
nginx,map_hash_bucket_size,"    if (mcf->hash_bucket_size == NGX_CONF_UNSET_UINT) {
        mcf->hash_bucket_size = ngx_cacheline_size;",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,yes,Differ from the parameters' default value
nginx,proxy_busy_buffers_size,"    if (conf->upstream.busy_buffers_size_conf == NGX_CONF_UNSET_SIZE) {
        conf->upstream.busy_buffers_size = 2 * size;
    } else {
        conf->upstream.busy_buffers_size =
                                         conf->upstream.busy_buffers_size_conf;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,yes,Differ from the parameters' default value
nginx,map_hash_max_size,"    if (mcf->hash_max_size == NGX_CONF_UNSET_UINT) {
        mcf->hash_max_size = 2048;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,yes,Same as default value
nginx,http2_body_preread_size,"    if (!h2c->settings_ack
        && !(h2c->state.flags & NGX_HTTP_V2_END_STREAM_FLAG)
        && h2scf->preread_size < NGX_HTTP_V2_DEFAULT_WINDOW)
    {
        ngx_log_error(NGX_LOG_INFO, h2c->connection->log, 0,
                      ""client sent stream with data ""
                      ""before settings were acknowledged"");

        status = NGX_HTTP_V2_REFUSED_STREAM;
        goto rst_stream;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
nginx,image_filter_jpeg_quality,"        q = ngx_http_image_filter_get_value(r, conf->jqcv, conf->jpeg_quality);
        if (q <= 0) {
            return NULL;
        }

        out = gdImageJpegPtr(img, size, q);",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
nginx,proxy_temp_file_write_size,"    if (conf->upstream.temp_file_write_size_conf == NGX_CONF_UNSET_SIZE) {
        conf->upstream.temp_file_write_size = 2 * size;
    } else {
        conf->upstream.temp_file_write_size =
                                      conf->upstream.temp_file_write_size_conf;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
nginx,uwsgi_ssl_trusted_certificate,"        if (glcf->ssl_trusted_certificate.len == 0) {
            ngx_log_error(NGX_LOG_EMERG, cf->log, 0,
                      ""no grpc_ssl_trusted_certificate for grpc_ssl_verify"");
            return NGX_ERROR;
        }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
postgresql,max_wal_senders,"	if (max_wal_senders > 0 && wal_level == WAL_LEVEL_MINIMAL)
		ereport(ERROR,
				(errmsg(""WAL streaming (max_wal_senders > 0) requires wal_level \""replica\"" or \""logical\"""")));",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,"		ereport(ERROR,
				(errmsg(""WAL streaming (max_wal_senders > 0) requires wal_level \""replica\"" or \""logical\"""")));",yes,/
postgresql,wal_decode_buffer_size,"		if (state->decode_buffer_size == 0)
			state->decode_buffer_size = DEFAULT_DECODE_BUFFER_SIZE;",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,yes,Same as default value
postgresql,temp_file_limit,if (temp_file_limit >= 0 && (vfdP->fdstate & FD_TEMP_FILE_LIMIT)),C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
postgresql,wal_receiver_status_interval,"	if ((wal_receiver_status_interval <= 0 || !hot_standby_feedback) &&
		!primary_has_standby_xmin)
		return;",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
postgresql,XLogArchiveTimeout,		if (XLogArchiveTimeout > 0 && !RecoveryInProgress()),C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
postgresql,autovacuum_vac_cost_limit,"		if (autovacuum_vac_cost_limit > 0)
			vacuum_cost_limit = autovacuum_vac_cost_limit;
		else
			vacuum_cost_limit = VacuumCostLimit;",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
postgresql,checkpoint_flush_after,"	if (*wb_context->max_pending > 0)
	{
		Assert(*wb_context->max_pending <= WRITEBACK_MAX_PENDING_FLUSHES);

		pending = &wb_context->pending_writebacks[wb_context->nr_pending++];

		pending->tag = *tag;
	}",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
postgresql,effective_io_concurrency,"	if (prefetch_maximum)
	{",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
postgresql,extra_float_digits,"	if (extra_float_digits > 0)
	{
		double_to_shortest_decimal_buf(num, ascii);
		return ascii;
	}",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
postgresql,huge_page_size,if (huge_page_size != 0),C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
postgresql,Log_RotationSize,if (Log_RotationSize > 0),C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
postgresql,log_temp_files,	if (log_temp_files >= 0),C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
postgresql,max_predicate_locks_per_relation,"			return max_predicate_locks_per_relation < 0
				? (max_predicate_locks_per_xact
				   / (-max_predicate_locks_per_relation)) - 1
				: max_predicate_locks_per_relation;",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,yes,/
postgresql,Nbuffers,"Size
CLOGShmemBuffers(void)
{
	return Min(128, Max(4, NBuffers / 512));
}",C->P,Performance,Environment Adaption,Resource Matching,/,/,/,yes,/
postgresql,autovacuum_vac_cost_limit,"vacuum_cost_limit = Max(vacuum_cost_limit / nworkers_for_balance, 1);",C->P,Reliability,Misconfiguration Prevention,specious config,/,/,/,yes,/
postgresql,huge_pages,"	if (huge_pages == HUGE_PAGES_ON || huge_pages == HUGE_PAGES_TRY)
	{",C->P,Functionality and Others,/,/,/,/,/,yes,/
postgresql,log_min_messages,"	if (log_min_messages < WARNING)
		(void) set_config_option_ext(""log_min_messages"", ""warning"",
									 PGC_SUSET, PGC_S_SESSION,
									 BOOTSTRAP_SUPERUSERID,
									 GUC_ACTION_SAVE, true, 0, false);",C->P,Functionality and Others,/,/,/,/,/,yes,/
yarn,GPG_SUBCLUSTER_CLEANER_INTERVAL_MS,    if (scCleanerIntervalMs > 0) {,C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,"      LOG.info(""Scheduled sub-cluster cleaner with interval: {}"",
          DurationFormatUtils.formatDurationISO(scCleanerIntervalMs));",no,/
yarn,ROUTER_USER_CLIENT_THREADS_SIZE,"    if (StringUtils.isNotBlank(threadSize)) {
      LOG.warn(""{} is a deprecated property, "" +
          ""please remove it, use {} to configure the minimum number of thread pool."",
          YarnConfiguration.ROUTER_USER_CLIENT_THREADS_SIZE,
          YarnConfiguration.ROUTER_USER_CLIENT_THREAD_POOL_MINIMUM_POOL_SIZE);
      return Integer.parseInt(threadSize);
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,"      LOG.warn(""{} is a deprecated property, "" +
          ""please remove it, use {} to configure the minimum number of thread pool."",
          YarnConfiguration.ROUTER_USER_CLIENT_THREADS_SIZE,
          YarnConfiguration.ROUTER_USER_CLIENT_THREAD_POOL_MINIMUM_POOL_SIZE);",no,/
yarn,NM_LOG_AGGREGATION_THREAD_POOL_SIZE,"    if(threadPoolSize <= 0) {
      LOG.warn(""Invalid thread pool size. Setting it to the default value "" +
          ""in YarnConfiguration"");
      threadPoolSize = YarnConfiguration.
          DEFAULT_NM_LOG_AGGREGATION_THREAD_POOL_SIZE;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,"      LOG.warn(""Invalid thread pool size. Setting it to the default value "" +
          ""in YarnConfiguration"");",no,/
yarn,CLIENT_FAILOVER_MAX_ATTEMPTS,"      if (maxFailoverAttempts == -1) {
        if (waitForEver) {
          maxFailoverAttempts = Integer.MAX_VALUE;
        } else {
          maxFailoverAttempts = (int) (rmConnectWaitMS / failoverSleepBaseMs);
        }
      }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,no,Differ from the parameters' default value
