Software,Parameter,Code Snippet,Code Pattern,Overall Impact,Effect on Software Behavior,How to Control Software Behavior,Special Effect on Software,Bad consequences,Log Information,On-the-fly Update,"The ""Crisis"" Behind Specific Interactions"
hive,hive.hook.proto.queue.capacity,"          if (logWriter.getQueue().size() < queueCapacity) {
            logWriter.execute(() -> writeEvent(event));
          } else {
            LOG.warn(""Writer queue full ignoring event {} for query {}"",
              hookContext.getHookType(), plan.getQueryId());
          }",P¡úV,Performance,Workload Adaption,Resource Limitation,/,Performance Degradation,/,no,Inappropriate threshold in P¡úV
hive,hive.llap.io.encode.slice.row.count,if (maySplitTheSplit && ++rowsPerSlice == targetSliceRowCount) {,P¡úV,Performance,Workload Adaption,Resource Limitation,/,Performance Degradation,/,no,Inappropriate threshold in P¡úV
hive,hive.txn.acid.metrics.delta.pct.threshold,"        if (baseSize != 0 && deltaSize / (float) baseSize < deltaPctThreshold) {
          numSmallDeltas++;
        }",P¡úV,Performance,Workload Adaption,Resource Limitation,/,Performance Degradation,/,no,Inappropriate threshold in P¡úV
hive,hive.write.notification.max.batch.size,"          if (requestList != null && requestList.size() >= maxBatchSize) {
            // If the first call returns that the HMS does not supports batching, avoid batching
            // for later requests.
            boolean batchSupported = addWriteNotificationLogInBatch(tbl, requestList);
            if (batchSupported) {
              requestList.clear();
            } else {
              requestList = null;
            }
          }",P¡úV,Performance,Workload Adaption,Resource Limitation,/,Performance Degradation,/,no,Inappropriate threshold in P¡úV
hive,hive.mapjoin.optimized.hashtable.wbsize,"    if (maxCapacity < initialCapacity || initialCapacity <= 0) {
      // Either initialCapacity is too large, or nextHighestPowerOfTwo overflows
      initialCapacity = (Long.bitCount(maxCapacity) == 1)
          ? maxCapacity : nextLowestPowerOfTwo(maxCapacity);
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,unexpected results,/,no,Inappropriate threshold in P¡úV
hive,hive.exec.max.dynamic.partitions,"    if (partsToLoad > maxPartition) {
      throw new HiveException(""Number of dynamic partitions created is "" + partsToLoad
          + "", which is more than ""
          + maxPartition
          +"". To solve this try to set "" + HiveConf.ConfVars.DYNAMICPARTITIONMAXPARTS.varname
          + "" to at least "" + partsToLoad + '.');
    }",P¡úV,Reliability,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,runtime error,/,no,Inappropriate threshold in P¡úV
hive,hive.file.max.footer,"      if (footerCount > HiveConf.getIntVar(job, HiveConf.ConfVars.HIVE_FILE_MAX_FOOTER)) {
        throw new IOException(""footer number exceeds the limit defined in hive.file.max.footer"");
      }",P¡úV,Reliability,Workload Adaption,Resource Limitation,/,runtime error,/,no,Inappropriate threshold in P¡úV
httpd,MDRetryFailover,"        if (d->md->ca_urls->nelts > 1 && d->attempt >= d->retry_failover) {
            /* We have more than one CA to choose from and this is the (at least)
             * third attempt with the same CA. Let's switch to the next one. */
            int last_idx = md_array_str_index(d->md->ca_urls, ca_effective, 0, 1);
            if (last_idx >= 0) {
                int next_idx = (last_idx+1) % d->md->ca_urls->nelts;
                ca_effective = APR_ARRAY_IDX(d->md->ca_urls, next_idx, const char*);
            }
            else {
                /* not part of current configuration? */
                ca_effective = NULL;
            }
            /* switching CA means we need to wipe the staging area */
            reset_staging = 1;
        }",P¡úV,Reliability,Fault Tolerance,Retry Limitation,/,/,/,yes,Inappropriate threshold in P¡úV
httpd,locktimeout,"        if (lock->timeout != DAV_TIMEOUT_INFINITE
            && lock->timeout < time(NULL) + conf->locktimeout)
            lock->timeout = time(NULL) + conf->locktimeout;",P¡úV,Reliability,Fault Tolerance,Timeout Limitation,/,/,/,yes,Inappropriate threshold in P¡úV
httpd,DeflateInflateRatioLimit,"                    if (inflate_limit && ctx->inflate_total > inflate_limit) { 
                        inflateEnd(&ctx->stream);
                        ap_log_rerror(APLOG_MARK, APLOG_WARNING, 0, r, APLOGNO(02647)
                                      ""Inflated content length of %"" APR_OFF_T_FMT
                                      "" is larger than the configured limit""
                                      "" of %"" APR_OFF_T_FMT, 
                                      ctx->inflate_total, inflate_limit);
                        return APR_ENOSPC;
                    }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,"                        ap_log_rerror(APLOG_MARK, APLOG_WARNING, 0, r, APLOGNO(02647)
                                      ""Inflated content length of %"" APR_OFF_T_FMT
                                      "" is larger than the configured limit""
                                      "" of %"" APR_OFF_T_FMT, 
                                      ctx->inflate_total, inflate_limit);
                        return APR_ENOSPC;",yes,Inappropriate threshold in P¡úV
httpd,limit_xml_body,"            if (total_read > limit_xml_body) {
                ap_log_rerror(APLOG_MARK, APLOG_ERR, 0, r, APLOGNO(00539)
                              ""XML request body is larger than the configured ""
                              ""limit of %lu"", (unsigned long)limit_xml_body);
                result = HTTP_REQUEST_ENTITY_TOO_LARGE;
                goto read_error;
            }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,"                ap_log_rerror(APLOG_MARK, APLOG_ERR, 0, r, APLOGNO(00539)
                              ""XML request body is larger than the configured ""
                              ""limit of %lu"", (unsigned long)limit_xml_body);
                result = HTTP_REQUEST_ENTITY_TOO_LARGE;",yes,Inappropriate threshold in P¡úV
httpd,SSLVerifyDepth,"    if (errdepth > depth) {
        ap_log_cerror(APLOG_MARK, APLOG_ERR, 0, conn, APLOGNO(02040)
                      ""Certificate Verification: Certificate Chain too long ""
                      ""(chain has %d certificates, but maximum allowed are ""
                      ""only %d)"",
                      errdepth, depth);

        errnum = X509_V_ERR_CERT_CHAIN_TOO_LONG;
        sslconn->verify_error = X509_verify_cert_error_string(errnum);

        ok = FALSE;
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,"        ap_log_cerror(APLOG_MARK, APLOG_ERR, 0, conn, APLOGNO(02040)
                      ""Certificate Verification: Certificate Chain too long ""
                      ""(chain has %d certificates, but maximum allowed are ""
                      ""only %d)"",
                      errdepth, depth);",yes,Inappropriate threshold in P¡úV
httpd,async_filter,"    if (f->frec->ftype < f->c->async_filter) {
        return 0;
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
httpd,ca_challenges,"    for (i = 0; i < challenges->nelts; ++i) {
        fctx.type = APR_ARRAY_IDX(challenges, i, const char *);",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
httpd,CacheMaxFileSize,"            if (dobj->file_size > dconf->maxfs) {
                ap_log_rerror(
                        APLOG_MARK, APLOG_DEBUG, 0, r, APLOGNO(00732) ""URL %s failed the size check ""
                        ""(%"" APR_OFF_T_FMT "">%"" APR_OFF_T_FMT "")"", h->cache_obj->key, dobj->file_size, dconf->maxfs);
                /* Remove the intermediate cache file and return non-APR_SUCCESS */
                apr_pool_destroy(dobj->data.pool);
                return APR_EGENERAL;
            }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
httpd,CacheSocacheMaxSize,"    if (len > dconf->max) {
        ap_log_rerror(APLOG_MARK, APLOG_DEBUG, 0, r, APLOGNO(02347)
                ""URL '%s' body larger than limit, ignoring ""
                ""(%"" APR_OFF_T_FMT "" > %"" APR_OFF_T_FMT "")"",
                key, len, dconf->max);
        return DECLINED;
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
httpd,deflatebufferSize,"    if (block == APR_BLOCK_READ &&
            APR_BRIGADE_EMPTY(ctx->proc_bb) &&
            ctx->stream.avail_out < c->bufferSize) {
        consume_buffer(ctx, c, c->bufferSize - ctx->stream.avail_out,
                       UPDATE_CRC, ctx->proc_bb);",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
httpd,fin_max_in_rustls,while (!APR_BRIGADE_EMPTY(fctx->fin_tls_bb) && passed < (apr_off_t)len) {,P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
httpd,flush_max_pipelined,"        if (is_flush
            || (memory_bytes_in_brigade > flush_max_threshold)
            || (flush_max_pipelined >= 0
                && eor_buckets_in_brigade > flush_max_pipelined)) {",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
httpd,flush_max_threshold,"        if (nbytes > sconf->flush_max_threshold
                && next != APR_BRIGADE_SENTINEL(bb)
                && next->length && !is_in_memory_bucket(next)) {
            sock_nopush(s, 1);
            rv = writev_nonblocking(s, bb, ctx, nbytes, nvec, c);
            if (rv != APR_SUCCESS) {
                goto cleanup;
            }
            nbytes = 0;
            nvec = 0;
        }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
httpd,fout_auto_flush_size,if ((apr_off_t)n + fctx->fout_bytes_in_tls_bb >= (apr_off_t)fctx->fout_auto_flush_size) {,P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
httpd,H2MaxSessionStreams,"    if (stream->session->max_data_frame_len > 0
        && length > stream->session->max_data_frame_len) {
      length = stream->session->max_data_frame_len;
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
httpd,logbytes,"    if (!conf->logname ||
        ((stat(conf->logname, &finfo) == 0)
         && (finfo.st_size > conf->logbytes)) ||
         (apr_file_open(&f, conf->logname,
                  APR_APPEND|APR_WRITE|APR_CREATE, APR_OS_DEFAULT, r->pool) != APR_SUCCESS)) {",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
httpd,max_ranges,"    if (num_ranges == 0 ||
        (max_ranges >= 0 && num_ranges > max_ranges) ||
        (max_overlaps >= 0 && overlaps > max_overlaps) ||
        (max_reversals >= 0 && reversals > max_reversals)) {
        r->status = original_status;
        ap_remove_output_filter(f);
        return ap_pass_brigade(f->next, bb);
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
httpd,redirect_limit,"            if (++redirects >= rlimit) {
                /* uuh, too much. */
                /* As we check before a new internal redirect, top->prev->uri
                 * should be the original request causing this.
                 */
                ap_log_rerror(APLOG_MARK, APLOG_ERR, 0, r, APLOGNO(00124)
                              ""Request (%s) exceeded the limit of %d internal ""
                              ""redirects due to probable configuration error. ""
                              ""Use 'LimitInternalRecursion' to increase the ""
                              ""limit if necessary. Use 'LogLevel debug' to get ""
                              ""a backtrace."", top->prev->uri, rlimit);

                /* post backtrace */
                log_backtrace(r);

                /* return failure */
                return 1;
            }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
httpd,thread_limit,"        for (j = 0; j < thread_limit; ++j) {
            ws = ap_get_scoreboard_worker_from_indexes(i, j);
            if (ws->status == SERVER_BUSY_READ) {
                n = apr_hash_get(connections, ws->client64, APR_HASH_KEY_STRING);
                if (n == NULL) {
                    n = totals + index++;
                    *n = 0;
                }
                ++*n;
                apr_hash_set(connections, ws->client64, APR_HASH_KEY_STRING, n);
            }
        }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
httpd,d_components,"                if (entry_core->r || entry_core->d_components > seg) {
                    break;
                }",P¡úV,Performance,Workload Adaption,Resource Limitation,/,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
httpd,limit_req_body,"    if (limit_req_body > 0 && (r->remaining > limit_req_body)) {
        /* 01588 msg in HTTP_IN filter will be skipped for a connection-dropping status,
         * in r->status, so log a similar message here.
         */
        ap_log_rerror(APLOG_MARK, APLOG_INFO, 0, r, APLOGNO(10483)
                ""Requested content-length of %"" APR_OFF_T_FMT
                "" is larger than the configured limit""
                "" of %"" APR_OFF_T_FMT, r->remaining, limit_req_body);

        return HTTP_REQUEST_ENTITY_TOO_LARGE;
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,/,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
httpd,RewriteCond,for (i = 0; i < rewriteconds->nelts; ++i) {,P¡úV,Performance,Workload Adaption,Resource Limitation,/,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
httpd,LDAPCacheTTL,"            if ((curtime - search_nodep->lastbind) > st->search_cache_ttl) {
                /* ...but entry is too old */
                util_ald_cache_remove(curl->search_cache, search_nodep);
            }",P¡úV,Performance,Workload Adaption,Resource Limitation,/,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
httpd,SubstituteMaxLineLength,"                if (fbytes > cfg->max_line_length) {
                    rv = APR_ENOMEM;
                    goto err;
                }",P¡úV,Reliability,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,runtime error,/,yes,Inappropriate threshold in P¡úV
httpd,tls_protocol_min,if (oc->tls_protocol_min > 0 && cc->tls_protocol_id < oc->tls_protocol_min) return 0;,P¡úV,Functionality and Others,/,/,/,/,/,yes,/
mapreduce,mapreduce.job.maxtaskfailures.per.tracker,"    LOG.info(failures + "" failures on node "" + hostName);
    if (failures >= maxTaskFailuresPerNode) {",P¡úV,Reliability,Fault Tolerance,Retry Limitation,Prevent excessive resource utilization,/,"    LOG.info(failures + "" failures on node "" + hostName);",no,Inappropriate threshold in P¡úV
mapreduce,mapreduce.job.maxtaskfailures.per.tracker,"    if (failures >= maxTaskFailuresPerNode) {
      blacklistedNodes.add(hostName);
      if (!ignoreBlacklisting.get()) {
        blacklistAdditions.add(hostName);
      }",P¡úV,Reliability,Fault Tolerance,Retry Limitation,/,/,/,no,Inappropriate threshold in P¡úV
mapreduce,mapreduce.map.maxattempts,"        if (failedAttempts.size() >= maxAttempts) {
          taces = TaskAttemptCompletionEventStatus.TIPFAILED;
        }",P¡úV,Reliability,Fault Tolerance,Retry Limitation,/,/,/,no,Inappropriate threshold in P¡úV
mapreduce,mapreduce.job.reducer.preempt.delay.sec,"    for (ContainerRequest request: requestMap.values()) {
      long delay = currTime - request.requestTimeMs;
      if (delay > allocationDelayThresholdMs)
        hangingRequests++;
    }",P¡úV,Reliability,Fault Tolerance,Timeout Limitation,/,/,/,no,Inappropriate threshold in P¡úV
mapreduce,mapreduce.job.local-fs.single-disk-limit.bytes,"            if (localWritesSize > fsLimit) {
              String localStatus =
                  ""too much data in local scratch dir=""
                      + largestWorkDir
                      + "". current size is ""
                      + localWritesSize
                      + "" the limit is "" + fsLimit;
              if (killOnLimitExceeded) {
                LOG.error(localStatus);
                diskLimitCheckStatus = localStatus;
              } else {
                LOG.warn(localStatus);
              }
              break;
            }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,"              String localStatus =
                  ""too much data in local scratch dir=""
                      + largestWorkDir
                      + "". current size is ""
                      + localWritesSize
                      + "" the limit is "" + fsLimit;
              if (killOnLimitExceeded) {
                LOG.error(localStatus);",no,Inappropriate threshold in P¡úV
mapreduce,mapreduce.job.running.map.limit,"    if (maxRunningMaps > 0 && numScheduledMaps > 0 &&
        getJob().getTotalMaps() > maxRunningMaps) {",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,no,Inappropriate threshold in P¡úV
mapreduce,mapreduce.job.running.map.limit,"  private boolean canAssignMaps() {
    return (maxRunningMaps <= 0
        || assignedRequests.maps.size() < maxRunningMaps);
  }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,no,Inappropriate threshold in P¡úV
mapreduce,mapreduce.task.io.sort.factor,"      if (numMemDiskSegments > 0 &&
            ioSortFactor > onDiskMapOutputs.size()) {",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,no,Inappropriate threshold in P¡úV
mapreduce,mapreduce.job.max.split.locations,"        if (locations.length > maxBlockLocations) {
          LOG.warn(""Max block location exceeded for split: ""
              + split + "" splitsize: "" + locations.length +
              "" maxsize: "" + maxBlockLocations);
          locations = Arrays.copyOf(locations, maxBlockLocations);
        }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,no,Inappropriate threshold in P¡úV
mapreduce,mapreduce.job.speculative.speculative-cap-running-tasks,"      if (bestTaskID != null
          && numberAllowedSpeculativeTasks > numberSpeculationsAlready) {
        addSpeculativeAttempt(bestTaskID);
        ++successes;
      }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,no,Inappropriate threshold in P¡úV
mapreduce,mapreduce.reduce.input.buffer.percent,"    while(fullSize > leaveBytes) {
      InMemoryMapOutput<K,V> mo = inMemoryMapOutputs.remove(0);
      byte[] data = mo.getMemory();
      long size = data.length;
      totalSize += size;
      fullSize -= size;
      Reader<K,V> reader = new InMemoryReader<K,V>(MergeManagerImpl.this, 
                                                   mo.getMapId(),
                                                   data, 0, (int)size, jobConf);
      inMemorySegments.add(new Segment<K,V>(reader, true, 
                                            (mo.isPrimaryMapOutput() ? 
                                            mergedMapOutputsCounter : null)));
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,no,Inappropriate threshold in P¡úV
mapreduce,mapreduce.job.running.reduce.limit,"    if (maxRunningReduces > 0 && numScheduledReduces > 0 &&
        getJob().getTotalReduces() > maxRunningReduces) {
      int maxRequestedReduces = Math.max(0,
          maxRunningReduces - assignedRequests.reduces.size());
      int reduceRequestLimit = Math.min(maxRequestedReduces,
          numScheduledReduces);
      setRequestLimit(PRIORITY_REDUCE, reduceResourceRequest,
          reduceRequestLimit);
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,/,Performance Degradation,/,no,Inappropriate threshold in P¡úV
mapreduce,mapreduce.reduce.merge.inmem.threshold,"    if (commitMemory >= mergeThreshold) {
      LOG.info(""Starting inMemoryMerger's merge since commitMemory="" +
          commitMemory + "" > mergeThreshold="" + mergeThreshold + 
          "". Current usedMemory="" + usedMemory);
      inMemoryMapOutputs.addAll(inMemoryMergedMapOutputs);
      inMemoryMergedMapOutputs.clear();
      inMemoryMerger.startMerge(inMemoryMapOutputs);
      commitMemory = 0L;  // Reset commitMemory.
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,/,Performance Degradation,/,no,Inappropriate threshold in P¡úV
mapreduce,mapreduce.job.maps,"    if ((failureCounts.size() >= maxFailedUniqueFetches ||
        failureCounts.size() == (totalMaps - doneMaps))
        && !reducerHealthy
        && (!reducerProgressedEnough || reducerStalled)) {
      LOG.error(""Shuffle failed with too many fetch failures "" +
      ""and insufficient progress!"");
      String errorMsg = ""Exceeded MAX_FAILED_UNIQUE_FETCHES; bailing-out."";
      reporter.reportException(new IOException(errorMsg));
    }",P¡úV,Reliability,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,runtime error,/,no,Inappropriate threshold in P¡úV
mapreduce,mapreduce.job.counters.max,"    if (size > countersMax) {
      firstViolation = new LimitExceededException(""Too many counters: ""+ size +
                                                  "" max=""+ countersMax);
      throw firstViolation;
    }",P¡úV,Reliability,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,runtime error,/,no,Inappropriate threshold in P¡úV
mapreduce,mapreduce.map.cpu.vcores,boolean smallCpu = requiredCores <= sysCPUSizeForUberSlot;,P¡úV,Functionality and Others,/,/,/,/,/,no,/
mysql,net_retry_count,retry = vio_should_retry(net->vio) && ((*retry_count)++ < net->retry_count);,P¡úV,Reliability,Fault Tolerance,Retry Limitation,/,/,/,yes,Inappropriate threshold in P¡úV
mysql,slave_transaction_retries,"  if (trans_retries >= slave_trans_retries) {
    thd->fatal_error();
    c_rli->report(ERROR_LEVEL, thd->get_stmt_da()->mysql_errno(),
                  ""worker thread retried transaction %lu time(s) ""
                  ""in vain, giving up. Consider raising the value of ""
                  ""the replica_transaction_retries variable."",
                  trans_retries);
    return std::make_tuple(true, silent, error);
  }",P¡úV,Reliability,Fault Tolerance,Retry Limitation,/,/,/,yes,Inappropriate threshold in P¡úV
mysql,connection_control_failed_connections_threshold,  if (current_count >= threshold || current_count < 0) {,P¡úV,Reliability,Fault Tolerance,Retry Limitation,Prevent excessive resource utilization,/,/,yes,Inappropriate threshold in P¡úV
mysql,ndb_wait_connected,"  const auto timeout_time =
      std::chrono::steady_clock::now() + std::chrono::seconds(max_wait_seconds);

  while (std::chrono::steady_clock::now() < timeout_time) {
    if (connection->get_no_ready() > 0) {
      // At least one data node is alive
      return true;
    }
    ndb_milli_sleep(100);
  }",P¡úV,Reliability,Fault Tolerance,Timeout Limitation,/,/,/,no,Inappropriate threshold in P¡úV
mysql,ndb_wait_connected,"  while (std::chrono::steady_clock::now() < timeout_time) {
    if (connection->get_no_ready() > 0) {
      // At least one data node is alive
      return true;
    }
    ndb_milli_sleep(100);
  }",P¡úV,Reliability,Fault Tolerance,Timeout Limitation,/,/,/,no,Inappropriate threshold in P¡úV
mysql,global_connection_memory_limit,"  if (mem_counter > m_thd->variables.conn_mem_limit) {
#ifndef NDEBUG
    // Used for testing the entering to idle state
    // after successful statement execution (see mem_cnt_common_debug.test).
    if (!DBUG_EVALUATE_IF(""mem_cnt_no_error_on_exec_session"", 1, 0))
#endif
      (void)generate_error(ER_DA_CONN_LIMIT, m_thd->variables.conn_mem_limit,
                           mem_counter);
  }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,"      (void)generate_error(ER_DA_CONN_LIMIT, m_thd->variables.conn_mem_limit,
                           mem_counter);",yes,Inappropriate threshold in P¡úV
mysql,connection_memory_limit,"  if (mem_counter > m_thd->variables.conn_mem_limit) {
#ifndef NDEBUG
    // Used for testing the entering to idle state
    // after successful statement execution (see mem_cnt_common_debug.test).
    if (!DBUG_EVALUATE_IF(""mem_cnt_no_error_on_exec_session"", 1, 0))
#endif
      (void)generate_error(ER_DA_CONN_LIMIT, m_thd->variables.conn_mem_limit,
                           mem_counter);
  }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,"      (void)generate_error(ER_DA_CONN_LIMIT, m_thd->variables.conn_mem_limit,
                           mem_counter);",yes,Inappropriate threshold in P¡úV
mysql,optimizer_trace_limit,} else if (pimpl->since_offset_0 >= (pimpl->offset + pimpl->limit)) {,P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,"      DBUG_PRINT(""opt"", (""disabled: since_offset_0(%ld) >=""
                         "" offset(%ld) + limit(%ld)"",
                         pimpl->since_offset_0, pimpl->offset, pimpl->limit));",yes,Inappropriate threshold in P¡úV
mysql,cte_max_recursion_depth,"    if (++m_recursive_iteration_count >
        thd()->variables.cte_max_recursion_depth) {
      my_error(ER_CTE_MAX_RECURSION_DEPTH, MYF(0), m_recursive_iteration_count);
      return 1;
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,"my_error(ER_CTE_MAX_RECURSION_DEPTH, MYF(0), m_recursive_iteration_count);",yes,Inappropriate threshold in P¡úV
mysql,group_replication_transaction_size_limit,"  if (is_dml && transaction_size_limit &&
      transaction_size > transaction_size_limit) {
    LogPluginErr(ERROR_LEVEL, ER_GRP_RPL_TRANS_SIZE_EXCEEDS_LIMIT,
                 param->thread_id, transaction_size, transaction_size_limit);
    error = pre_wait_error;
    goto err;
  }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
mysql,host_cache_size,"    if (hostname_cache_lru->size() >= hostname_cache_max_size) {
      hostname_cache_by_ip->erase(hostname_cache_lru->front()->ip_key);
      hostname_cache_lru->pop_front();
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
mysql,ft_max_word_len,"    if (skip_stopwords == false ||
        (length >= ft_min_word_len && length < ft_max_word_len &&
         !is_stopword((char *)word->pos, word->len))) {
      *start = doc;
      return 1;
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,no,Inappropriate threshold in P¡úV
mysql,innodb_commit_concurrency,"      while (innobase_commit_concurrency > 0) {
        mysql_mutex_lock(&commit_cond_m);

        ++commit_threads;

        if (commit_threads <= innobase_commit_concurrency) {
          mysql_mutex_unlock(&commit_cond_m);
          break;
        }

        --commit_threads;

        mysql_cond_wait(&commit_cond, &commit_cond_m);

        mysql_mutex_unlock(&commit_cond_m);
      }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
mysql,binlog_group_commit_sync_no_delay_count,"  while (
      to_wait > 0 &&
      (count == 0 || static_cast<ulong>(m_queue[stage].get_size()) < count)) {",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
mysql,bulk_insert_buffer_size,"  if (num_keys == 0 || num_keys * MI_MIN_SIZE_BULK_INSERT_TREE > cache_size)
    return 0;",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
mysql,clone_max_io_bandwidth,"    if (data_speed > max_io) {
      return (true);
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
mysql,innodb_concurrency_tickets,"    if (trx->n_tickets_to_enter_innodb > 0) {
      /* If trx has 'free tickets' to enter the engine left,
      then use one such ticket */

      --trx->n_tickets_to_enter_innodb;

    }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
mysql,binlog_transaction_dependency_history_size,"      if (write_set.size() >= binlog_trx_dependency_history_size) {
        m_local_has_reached_write_set_limit = true;
        clear_write_set();
        return false;
      }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
mysql,group_replication_autorejoin_tries,while (!m_abort && num_attempts++ < m_attempts) {,P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
mysql,group_replication_clone_threshold,"    if (count >= num) return true;
  }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
mysql,optimizer_trace_max_mem_size,"  const size_t rc =
      (mem_size <= pimpl->max_mem_size) ? (pimpl->max_mem_size - mem_size) : 0;",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
mysql,profiling_history_size,"  while (history.elements > thd->variables.profiling_history_size)
    delete history.pop();",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
mysql,replica_pending_jobs_size_max,bool big_event = (ev_size > rli->mts_pending_jobs_size_max);,P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
