Software,Parameter,Code Snippet,Code Pattern,Overall Impact,Effect on Software Behavior,How to Control Software Behavior,Special Effect on Software,Bad consequences,Log Information,On-the-fly Update,"The ""Crisis"" Behind Specific Interactions"
postgresql,syslog_split_messages,"	if (syslog_split_messages && (len > PG_SYSLOG_LIMIT || nlpos != NULL))
	{",P-V,Performance,Workload Adaption,Optimization On-off,/,Performance Degradation,/,yes,Optimization is Ture
postgresql,bgwriter_lru_multiplier,upcoming_alloc_est = (int) (smoothed_alloc * bgwriter_lru_multiplier);,P-V,Functionality and Others,/,/,/,/,/,yes,/
postgresql,enableFsync,"	if (!enableFsync ||
		wal_sync_method == WAL_SYNC_METHOD_OPEN ||
		wal_sync_method == WAL_SYNC_METHOD_OPEN_DSYNC)
		return;",P-V,Functionality and Others,/,/,/,/,/,yes,/
postgresql,Geqo_pool_size,new_pool->data = (Chromosome *) palloc(pool_size * sizeof(Chromosome));,P-V,Functionality and Others,/,/,/,/,/,yes,/
postgresql,log_connections,"	if (Log_connections && status == STATUS_OK &&
		!MyClientConnectionInfo.authn_id)
	{",P-V,Functionality and Others,/,/,/,/,/,yes,/
postgresql,max_locks_per_xact,"mul_size(max_locks_per_xact, add_size(MaxBackends, max_prepared_xacts))",P-V,Functionality and Others,/,/,/,/,/,yes,/
postgresql,wal_keep_size_mb,"keep_segs = ConvertToXSegs(wal_keep_size_mb, wal_segment_size);",P-V,Functionality and Others,/,/,/,/,/,yes,/
yarn,ROUTER_INTERCEPTOR_ALLOW_PARTIAL_RESULT_ENABLED,"        if (!allowPartialResult && exception != null) {
          throw exception;
        }",P-V,Functionality and Others,/,/,/,runtime error,/,no,/
yarn,ROUTER_WEBAPP_ADDRESS,"        builder.addEndpoint(URI.create(httpScheme + bindAddress +
            "":"" + startPort));",P-V,Functionality and Others,/,/,/,/,/,no,/
yarn,ROUTER_WEBAPP_PARTIAL_RESULTS_ENABLED,"      if (returnPartialResult || (a.getName() != null
          && !(a.getName().startsWith(UnmanagedApplicationManager.APP_NAME)
              || a.getName().startsWith(PARTIAL_REPORT)))) {",P-V,Functionality and Others,/,/,/,/,/,no,/
yarn,APPLICATION_HISTORY_ENABLED,"    if (timelineV1ServiceEnabled || conf.getBoolean(
        YarnConfiguration.APPLICATION_HISTORY_ENABLED,
        YarnConfiguration.DEFAULT_APPLICATION_HISTORY_ENABLED)) {
      historyServiceEnabled = true;
      historyClient = AHSClient.createAHSClient();
      historyClient.init(conf);
    }",P-V,Functionality and Others,/,/,/,/,/,no,/
yarn,FEDERATION_ENABLED,"    if (args.length < 1 || !isFederationEnabled) {
      printUsage(CMD_EMPTY);
      return EXIT_ERROR;
    }",P-V,Functionality and Others,/,/,/,/,/,no,/
yarn,LOG_AGGREGATION_ENABLED,"    if (tokenKeepAliveEnabled && delayedRemovalThread != null) {
      delayedRemovalThread.interrupt();
      try {
        delayedRemovalThread.join(1000);
      } catch (InterruptedException e) {
        LOG.info(""Interrupted while joining on delayed removal thread."", e);
      }
    }",P-V,Functionality and Others,/,/,/,/,/,no,/
yarn,YARN_ACL_ENABLE,if (!isRecovery && YarnConfiguration.isAclEnabled(conf)) {,P-V,Functionality and Others,/,/,/,/,/,no,/
yarn,YARN_INTERMEDIATE_DATA_ENCRYPTION,"    if (fs.getScheme().toLowerCase().contains(""hdfs"")
        && intermediateEncryptionEnabled
        && !fs.getXAttrs(p).containsKey(UNREADABLE_BY_SUPERUSER_XATTRIB)) {
      fs.setXAttr(p, UNREADABLE_BY_SUPERUSER_XATTRIB, null,
        EnumSet.of(XAttrSetFlag.CREATE));
    }",P-V,Functionality and Others,/,/,/,/,/,no,/
zookeeper,zookeeper.globalOutstandingLimit,int globalOutstandingLimit = super.getGlobalOutstandingLimit() / divisor;,P-V,Functionality and Others,/,/,/,/,/,no,/
